idx,content,followers,topic,class,WC,WPS,Sixltr,Dic,othergram,persconc,ppron,i,we,you,shehe,they,youpl,ipron,prep,auxverb,adverb,conj,negate,quanunit,prepend,specart,tensem,focuspast,focuspresent,focusfuture,progm,particle,modal_pa,general_pa,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,pos_sent,neg_sent,sentiment,charFreq,wordFreq,semantic_classes,wc_over_semantic_classes,readability
1626,"咳 , 谁 时候 他 没种 ? 他 正在 找 美女 , 发誓 造 出 最好 质量 的 中国 人民 的 好 儿子",93378,china,censored,20,10.0,0.0,85.0,30.0,10.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,10.0,0.0,10.0,5.0,5.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,25.0,5.0,0.0,0.0,15.0,10.0,5.0,0.0,0.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,15.0,0.0,5.0,5.0,10.0,0.0,20.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,5.0,5.0,0.0,15.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.613101,0.386899,2,0.00299087,0.00364053,10,2.0,0.6688771333333333
1627,"哀悼 亡者 , 至少 相关 局 负责人 和 分管 副 市长 要 引咎辞职 , 总结 血 的 教训 , 尽快 改进 . 公众 也 最好 逐渐 养成 关注 各种 天气 预警 的 良好习惯",10530,everythingElse,censored,29,14.5,0.0,68.97,31.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,10.34,6.9,0.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.34,0.0,10.34,10.34,0.0,0.0,0.0,10.34,10.34,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.0,6.9,3.45,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,3.45,0.0,0.0,0.0,13.79,0.0,13.79,6.9,3.45,0.0,3.45,0.0,0.0,0.0,13.79,0.0,0.0,0.0,0.0,3.45,0.0,0.0,0.0,0.0,0.0,0.0,13.79,3.45,10.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18063900000000002,0.819361,0,0.00162168,0.00209095,10,2.9,0.96790421
1628,哀悼 北京 721 死亡 人士 ! 要求 公布 死亡 人士 名单 ! 要求 追究 相关 责任人 !,3061,everythingElse,censored,14,4.67,0.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,14.29,0.0,14.29,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.57,0.0,14.29,14.29,0.0,14.29,7.14,0.0,0.0,0.0,14.29,0.0,0.0,0.0,14.29,21.43,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,0.14724,0.8527600000000001,0,0.001059,0.0003841,7,2.0,0.6671477
1629,哇 ! 原来 返航 是 有关 方便面 ? 看来 18 逼近 趣事 儿 滋生 啊 ~ ~,810,everythingElse,censored,13,4.33,0.0,46.15,30.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,15.38,15.38,0.0,7.69,0.0,7.69,0.0,7.69,0.0,0.0,0.0,0.0,0.0,7.69,0.0,0.0,0.0,0.0,15.38,0.0,7.69,0.0,7.69,0.0,7.69,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,7.69,0.0,0.0,0.0,0.0,0.0,0.0,23.08,0.0,0.0,23.08,7.69,7.69,30.77,0.0,0.0,0.0,0.0,7.69,7.69,0.0,0.0,0.0,0.0,15.38,0.386523,0.613477,0,0.00123026,0.000664,9,1.4444444444444444,0.4821129014814815
1630,"哈哈 , 好 文采 . 惯看 网上 口水 文字 , 见到 仁兄 顿生 仰慕 . 我 与 阁下 惺惺相惜 , 惟一 遗撼 的 是 , 您 昼伏夜出 坚持 隐身 下手 . 自 无伤大雅 , 亦 无伤 在 下 , 只是 不便 把酒 临风 畅叙 友情 而 巳 . 看 合肥 一役 风光 正好 , 佳肴 发酵 , 尚待 时日 . 仁兄 , 还是 要 耐得 住 寂寞 才 好 , 您 这样 的 身份 到 网上 来 , 很 容易 变",520822,everythingElse,censored,65,10.83,0.0,58.46,40.0,4.62,4.62,1.54,0.0,3.08,0.0,0.0,0.0,0.0,6.15,1.54,13.85,7.69,1.54,1.54,3.08,1.54,1.54,0.0,0.0,1.54,0.0,4.62,1.54,3.08,1.54,0.0,0.0,1.54,12.31,9.23,3.08,1.54,0.0,1.54,7.69,0.0,1.54,0.0,0.0,7.69,0.0,0.0,1.54,1.54,1.54,3.08,1.54,1.54,0.0,0.0,1.54,1.54,0.0,0.0,0.0,9.23,0.0,1.54,4.62,3.08,0.0,7.69,3.08,3.08,1.54,0.0,1.54,0.0,0.0,0.0,0.0,6.15,0.0,0.0,6.15,0.0,0.0,24.62,7.69,16.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.959752,0.0402482,2,0.00153757,0.00143494,11,5.909090909090909,1.9706878063636364
1631,"哈哈 , 请 苍老 师 多多指教 请 友情 点评 一下 ; 看看 天朝 官员 群 P 水平 如何 ?",688,everythingElse,censored,16,16.0,0.0,56.25,18.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,6.25,0.0,6.25,12.5,12.5,0.0,0.0,0.0,0.0,12.5,0.0,6.25,0.0,0.0,6.25,0.0,6.25,0.0,0.0,0.0,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,6.25,0.0,6.25,0.0,0.0,18.75,0.0,6.25,12.5,6.25,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0,18.75,0.0,6.25,0.0,6.25,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5846210000000001,0.415379,2,0.0009439,0.00043956,7,2.2857142857142856,0.7623659152380952
1632,"哈尔滨 大桥 坍塌 五十六个 情人 , 五十六 枝花 , 五十六 套 房产 , 五十六个 家 , 五百 六十 亿元 , 捐给 海外 花 , 挥霍 中华 , 挥霍 中华 , 挥霍 中华 ; 挥霍 中华 , 贪官 迈开 步伐 , 挥霍 中华 , 贪腐 我们 的 国家 , 挥霍 中华 , 海外 四处 安家 ; 五十六个 情人 美眉 , 五十六 种 感觉 汇成 一句 话 : 挥霍 中华",5595,everythingElse,censored,51,51.0,0.0,39.22,29.41,1.96,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,0.0,1.96,0.0,0.0,17.65,0.0,3.92,3.92,0.0,0.0,0.0,0.0,5.88,0.0,3.92,0.0,0.0,1.96,1.96,0.0,0.0,0.0,0.0,0.0,1.96,0.0,0.0,1.96,5.88,1.96,0.0,3.92,0.0,7.84,7.84,0.0,0.0,0.0,0.0,5.88,1.96,3.92,0.0,1.96,0.0,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,27.45,1.96,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706928,0.293072,2,0.00119107,0.00085752,10,5.1,1.7006828633333333
1633,"哈根 斯 事件 就 像 一个 恐怖 的 隐喻 , 清晰 地 让 我们 看见 所处 的 这个 被 称为 国家 的 真面目 , 一个 被 恶魔 掌控 的 巨大 的 集中营 , 黑客帝国 是 为 我们 打造 的 . 从此 我 对 身边 一切 的 堂皇 都 失去 了 敬重 , 衣冠楚楚 的 路 人 啊 , 你 可知 阳光 照不到 地 的 滔天 罪恶 , 你 可知 同胞 的 遭遇 , 你 可 愿意 和 我 抱头 一哭 , 为 这 民族 何辜 遭此 罪孽 ? !",2073,everythingElse,censored,78,39.0,0.0,66.67,47.44,12.82,8.97,2.56,2.56,3.85,0.0,0.0,0.0,3.85,11.54,3.85,6.41,3.85,0.0,1.28,0.0,0.0,1.28,0.0,0.0,0.0,1.28,20.51,2.56,19.23,2.56,0.0,0.0,1.28,12.82,5.13,6.41,2.56,0.0,1.28,8.97,0.0,1.28,0.0,0.0,7.69,1.28,1.28,2.56,0.0,2.56,0.0,3.85,3.85,1.28,0.0,0.0,0.0,0.0,0.0,0.0,10.26,3.85,1.28,3.85,1.28,1.28,6.41,0.0,6.41,0.0,1.28,0.0,0.0,0.0,2.56,0.0,7.69,0.0,0.0,6.41,1.28,2.56,14.1,1.28,10.26,0.0,0.0,1.28,1.28,0.0,0.0,0.0,0.0,0.0,0.0256219,0.9743780000000001,0,0.00331185,0.00430119,11,7.090909090909091,2.3661740436363634
1634,"哈根 斯在 大连 的 尸体 加工厂 是 一个 隐喻 , 整个 中国 难道 不是 一个 巨大 的 尸体 加工厂 ? 让 鲜活 的 生命 变成 形尸 走 肉 .",9671,china,censored,26,13.0,0.0,57.69,26.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.85,7.69,3.85,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,11.54,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.54,0.0,7.69,0.0,0.0,0.0,3.85,0.0,0.0,0.0,0.0,7.69,7.69,3.85,0.0,3.85,3.85,0.0,0.0,3.85,0.0,0.0,15.38,7.69,7.69,0.0,0.0,0.0,0.0,0.0,0.0,7.69,3.85,0.0,0.0,3.85,0.0,0.0,11.54,3.85,3.85,0.0,0.0,3.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0650412,0.934959,0,0.00348258,0.0040629,9,2.888888888888889,0.965478122962963
1635,"哈根 斯 的 人体 标本 以前 在 大连 看过 很多 回 , 这次 被 指 从 警方 买 尸体 的 新闻 突然 迅速 在 网络 上 热传 , 自然 是 跟 某些 政治 事件 有关 , 同时 也 牵涉到 非常 敏感 的 人物 , 鉴于 种种原因 实在 没法 说 , 总之 在 中国 , 但凡 有点 事 都 离不开 政治 .",77362,china,censored,54,54.0,0.0,66.67,46.3,1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85,14.81,0.0,22.22,7.41,0.0,1.85,3.7,1.85,3.7,1.85,1.85,0.0,0.0,9.26,0.0,9.26,9.26,0.0,0.0,3.7,1.85,0.0,1.85,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,9.26,0.0,0.0,0.0,5.56,3.7,1.85,1.85,0.0,1.85,0.0,1.85,0.0,1.85,0.0,0.0,7.41,0.0,0.0,7.41,0.0,0.0,22.22,3.7,11.11,11.11,5.56,1.85,0.0,1.85,0.0,1.85,1.85,0.0,0.0,1.85,0.0,0.0,12.96,1.85,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271701,0.728299,0,0.00232822,0.00242519,11,4.909090909090909,1.6379481063636363
1636,"哈浦 消息灵通 , 如同 亲临 , 哪里 来 的 ? 从实招来 ! 否则 大刑 伺候 : )",20619,everythingElse,censored,11,3.67,0.0,45.45,45.45,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,9.09,0.0,9.09,9.09,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,9.09,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.18,9.09,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.55,0.0,18.18,9.09,0.0,9.09,9.09,0.0,0.0,0.0,9.09,0.0,0.635718,0.364282,2,0.00162163,0.00203587,7,1.5714285714285714,0.5250286904761905
1637,"哈 ? 一场 暴雨 因 排水系统 不善 导致 人祸 型 天灾 , 居然 还有 脸向 受害者 们 募款 ? 这是 什么 型号 的 恬不知耻 ?",33664,everythingElse,censored,21,7.0,0.0,52.38,28.57,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,4.76,4.76,0.0,4.76,0.0,0.0,19.05,9.52,9.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,4.76,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,4.76,0.0,0.0,19.05,0.0,4.76,0.0,0.0,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.10194199999999999,0.898058,0,0.00219127,0.00190147,8,2.625,0.8763642466666667
1638,"哎呀 妈呀 , 看来 新浪 被 抓 10 几个 员工 的 事儿 是 真的 . . . 因为 . . . 马上 删掉 了 . . .",80327,everythingElse,censored,17,5.67,0.0,64.71,41.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,11.76,5.88,0.0,0.0,0.0,0.0,11.76,0.0,0.0,5.88,5.88,29.41,17.65,17.65,0.0,0.0,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,5.88,5.88,0.0,5.88,5.88,0.0,11.76,5.88,0.0,5.88,0.0,0.0,0.0,0.0,0.0,5.88,0.0,5.88,5.88,0.0,0.0,11.76,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,17.65,0.0,0.0,17.65,0.0,0.0,58.82,52.94,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127146,0.8728540000000001,0,0.00224931,0.00313338,9,1.8888888888888888,0.6314238596296297
1639,"哦 ; 原来 那个 人 就是 土家 野夫 啊 以前 看过 但 不 知道 是 谁 . 野夫 何为 出来 混 , 总是 要 还 的 ! 强烈推荐 阅读 ! 熊召政 害 , 亲手 把 好友 诱捕 入狱 , 这位 茅盾文学奖 得主 , 他 不 腾达 才 怪 .",14166,everythingElse,censored,40,10.0,0.0,62.5,42.5,10.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,2.5,2.5,15.0,5.0,5.0,0.0,2.5,0.0,5.0,5.0,0.0,0.0,0.0,7.5,5.0,2.5,5.0,2.5,0.0,0.0,7.5,0.0,7.5,0.0,0.0,0.0,15.0,0.0,2.5,0.0,2.5,20.0,2.5,2.5,2.5,2.5,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,10.0,0.0,2.5,7.5,2.5,2.5,0.0,0.0,0.0,0.0,10.0,0.0,0.0,7.5,5.0,2.5,22.5,5.0,10.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.515564,0.484436,1,0.00175405,0.00146325,11,3.6363636363636362,1.213193645454545
1640,哪位 有 护士长 庭审 的 靠 谱 消息 吗,43328,everythingElse,censored,9,9.0,0.0,66.67,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,11.11,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,11.11,0.0,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,11.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.203263,0.796737,0,0.00256836,0.00390191,9,1.0,0.33549009
1641,哪位 朋友 能够 速速 联系 上 刘莎莎 的 ! 烦请 转告 她 和 阿姨 照顾 好 Z 莉 的 孩子 ! 谢谢,1987,everythingElse,censored,20,6.67,0.0,70.0,35.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,5.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,35.0,10.0,5.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,35.0,10.0,5.0,15.0,5.0,0.0,5.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.7747149999999999,0.22528499999999999,2,0.0020077000000000003,0.00313282,12,1.6666666666666667,0.5572690622222223
1642,"哪怕 吃 尽 毒奶粉 , 也 要 杀光 日本 人 ; 哪怕 喝遍 地沟油 , 也 要 挥刀 斩 倭寇 ; 哪怕 顿 顿 瘦肉精 , 也 要 出兵 灭 东瀛 ; 哪怕 天天 被 代表 , 也 要 收复 钓鱼 岛 ; 哪怕 养老 没人管 , 也 要 占领 富士山 ; 哪怕 老家 被 强拆 , 也 要 活捉 福原 爱 .",530,env,censored,51,51.0,0.0,45.1,35.29,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.92,11.76,11.76,11.76,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,15.69,11.76,0.0,0.0,0.0,3.92,1.96,1.96,0.0,0.0,0.0,3.92,0.0,0.0,0.0,0.0,11.76,0.0,0.0,11.76,0.0,0.0,0.0,1.96,0.0,0.0,0.0,5.88,0.0,1.96,1.96,1.96,3.92,1.96,0.0,1.96,0.0,0.0,1.96,0.0,0.0,1.96,1.96,1.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.53,1.96,11.76,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306625,0.9693379999999999,0,0.00072929,0.0004736000000000001,11,4.636363636363637,1.5458555087878791
1643,哭 着 喊 着 要 统治 一万年 ; 但 在 建设 城市 下水道 时 ; 却 只有 三五年 的 眼光 ; 有 的 甚至 只有 二三年 的 眼光 这样 的 统治者 ; 是 脑子 有 问题 呢 ; 还是 良心 有 问题 呢 ; 还是 其它 什么 地方 有 问题 ?,146550,everythingElse,censored,44,44.0,0.0,81.82,59.09,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,11.36,2.27,15.91,13.64,0.0,0.0,2.27,0.0,4.55,0.0,4.55,0.0,0.0,18.18,4.55,13.64,0.0,2.27,2.27,2.27,11.36,2.27,9.09,0.0,0.0,0.0,6.82,0.0,0.0,0.0,0.0,13.64,6.82,0.0,2.27,4.55,0.0,0.0,2.27,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,11.36,0.0,2.27,4.55,0.0,6.82,6.82,0.0,6.82,0.0,2.27,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,2.27,0.0,0.0,15.91,0.0,0.0,0.0,13.64,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0354959,0.9645040000000001,0,0.00297271,0.0035454,11,4.0,1.335506036666667
1644,"唉 , 义和团 一直 都 存在 … … 垃圾 , 砸 人家 市民 的 车 干什么 ? 不 知道 这是 犯法 吗 ?",1978,everythingElse,censored,17,8.5,0.0,64.71,41.18,5.88,5.88,5.88,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,17.65,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.65,11.76,5.88,5.88,0.0,0.0,0.0,17.65,0.0,17.65,0.0,11.76,0.0,11.76,0.0,0.0,0.0,0.0,17.65,5.88,0.0,0.0,0.0,5.88,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,11.76,5.88,0.0,0.0,5.88,0.0,35.29,11.76,11.76,0.0,0.0,11.76,0.0,0.0,0.0,0.0,0.0,0.0,0.00572033,0.9942799999999999,0,0.00242511,0.00249342,11,1.5454545454545454,0.5167910251515152
1645,"唉 , 往往 遇到 这种 情况 , 我 只好 说 , 本刊 文章 不 代表 本人 观点 .",13435,everythingElse,censored,14,14.0,0.0,71.43,42.86,14.29,14.29,14.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,14.29,0.0,7.14,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,21.43,7.14,0.0,0.0,7.14,0.0,7.14,7.14,0.0,7.14,0.0,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,7.14,0.0,0.0,7.14,7.14,0.0,0.0,0.0,0.0,0.0,7.14,0.0,0.0,0.0,7.14,0.0,28.57,7.14,21.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802966,0.919703,0,0.00151569,0.00077336,7,2.0,0.6674296833333333
1646,"唤起 工农 千百万 , 同心 干 生命不息 , 锄奸 不止",80,everythingElse,censored,8,8.0,0.0,25.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,12.5,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,12.5,12.5,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,0.0,0.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4461100000000001,0.55389,0,0.0013539000000000001,0.0004369,9,0.8888888888888888,0.2968932296296296
1647,"商务部长 : 中方 已 免除 非洲 9 国 14 笔 债务 年底 前 完成 对非 100 亿美元 优惠 贷款 计划 . 评 : 把 纳税人 的 血汗 慷慨 送给 为 自己 糟糕 的 人权 纪录 背书 的 国家 , 从而 完成 对 纳税人 无穷无尽 的 剥夺 . 中央 91 部门 去年 三公 支出 超 60 亿 公车 经费 占 6 成 . 评 : 不管 官方 公布 三公 数据 与否 , 其 忽悠 本质 没有 什么 变化 , 塔西 坨 陷阱 在 等 着 他们",26531,hr,censored,76,19.0,0.0,53.95,30.26,5.26,2.63,1.32,0.0,0.0,0.0,1.32,0.0,2.63,5.26,0.0,3.95,1.32,2.63,2.63,1.32,1.32,6.58,3.95,1.32,1.32,1.32,7.89,0.0,7.89,3.95,1.32,10.53,1.32,7.89,2.63,3.95,1.32,0.0,0.0,5.26,0.0,0.0,0.0,0.0,6.58,0.0,1.32,1.32,0.0,3.95,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,0.0,3.95,2.63,2.63,2.63,14.47,2.63,6.58,7.89,9.21,0.0,0.0,5.26,0.0,0.0,2.63,0.0,1.32,1.32,0.0,1.32,11.84,3.95,3.95,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0726709,0.9273290000000001,0,0.00167422,0.00180607,11,6.909090909090909,2.304190399696969
1648,"啊 , 一幕 又 一幕 !",330003,everythingElse,censored,4,4.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,25.0,0.0,50.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.591244,0.408756,2,0.00257977,0.00154862,2,2.0,0.6680427966666667
1649,"啥 叫 挺 薄 降温 啊 ? 你 就 看 总理 任期 到 了 啊 ? 太 势力 的 吧 ? 小人 啊 ! 他妈的 , 人走茶凉 啊 ! 谁 对 国家 有 贡献 , 我 就 欣赏 谁 ! 想 挺 薄 降温 的 朋友 请 一起 努力 ! 王立军 出 事后 到 现在 , 我们 不能 眼看 着 罪恶 不闻不问 , 这 世界 到 了 必须 改变 的 时候 了 ! 当 我 还 能 做 的 时候 一直 坚持 不让 我 后代 长大 面对 这 不堪 的 社会 !",14817,everythingElse,censored,79,8.78,0.0,88.61,54.43,8.86,6.33,3.8,1.27,1.27,0.0,0.0,0.0,2.53,7.59,5.06,10.13,3.8,3.8,1.27,0.0,0.0,8.86,0.0,2.53,2.53,3.8,17.72,10.13,11.39,1.27,3.8,0.0,0.0,8.86,3.8,2.53,1.27,1.27,0.0,12.66,0.0,1.27,0.0,0.0,15.19,6.33,1.27,5.06,3.8,2.53,1.27,5.06,1.27,0.0,2.53,0.0,0.0,0.0,0.0,0.0,11.39,5.06,2.53,3.8,0.0,0.0,24.05,8.86,8.86,8.86,3.8,0.0,0.0,0.0,0.0,0.0,13.92,1.27,0.0,10.13,5.06,3.8,16.46,0.0,5.06,0.0,0.0,3.8,7.59,0.0,0.0,0.0,0.0,0.0,0.132493,0.8675069999999999,0,0.00272505,0.00304707,11,7.181818181818183,2.395863433939394
